GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AJR001,AJV001,AJV002,AJX001,AJY001,AJY002,AJY003,AJY004,AJY005,AJZ001
"G2100270","1870","Kentucky","210","Breckinridge","0270","Breckinridge",13440,2155576,125987,1451942,24887,100,5301,22850,241420,685732
"G2100290","1870","Kentucky","210","Bullitt","0290","Bullitt",7781,2056652,92271,600009,6959,0,26096,1738,183021,397544
"G2100310","1870","Kentucky","210","Butler","0310","Butler",9404,1011750,57971,475976,6861,1172,12192,27399,117105,410718
"G2100330","1870","Kentucky","210","Caldwell","0330","Caldwell",10826,1448191,95445,803169,9615,15,11669,20707,203935,481957
"G2100350","1870","Kentucky","210","Calloway","0350","Calloway",9410,1194590,58630,778798,1882,100,65,14943,141696,468203
"G2100370","1870","Kentucky","210","Campbell","0370","Campbell",27406,2991854,101520,578422,30374,47325,4097,1559,73440,346744
"G2100410","1870","Kentucky","210","Carroll","0410","Carroll",6189,1806127,57954,454562,7524,698,1811,209,103072,352905
"G2100430","1870","Kentucky","210","Carter","0430","Carter",7509,587800,28104,370524,10849,0,0,19359,81943,293356
"G2100450","1870","Kentucky","210","Casey","0450","Casey",8884,1197906,53996,554075,12916,0,118,30818,164915,488291
"G2100470","1870","Kentucky","210","Christian","0470","Christian",23227,5528778,222009,1701015,5846,376,1390,11202,326321,909412
"G2100490","1870","Kentucky","210","Clark","0490","Clark",10882,7292615,90946,1528664,15136,200,134,8943,914142,1629243
"G2100510","1870","Kentucky","210","Clay","0510","Clay",8297,635570,22237,364519,5897,3028,17983,28056,99836,319043
"G2100530","1870","Kentucky","210","Clinton","0530","Clinton",6497,595028,32583,335634,4193,72,191,31164,91120,257673
"G2100550","1870","Kentucky","210","Crittenden","0550","Crittenden",9381,1295646,74762,552851,3974,165,4226,10869,169968,489879
"G2100570","1870","Kentucky","210","Cumberland","0570","Cumberland",7690,939691,46761,447332,735,0,2840,4521,101979,210965
"G2100590","1870","Kentucky","210","Daviess","0590","Daviess",20714,4816889,188044,1631639,14880,433,7905,5719,281961,885243
"G2100610","1870","Kentucky","210","Edmonson","0610","Edmonson",4459,450117,29115,223524,4343,45,2296,14894,68991,237769
"G2100630","1870","Kentucky","210","Elliott","0630","Elliott",4433,327361,10407,203966,6901,0,0,20004,48825,144405
"G2100650","1870","Kentucky","210","Estill","0650","Estill",9198,1298846,30485,486627,12043,977,425,10571,118298,450836
"G2100670","1870","Kentucky","210","Fayette","0670","Fayette",26656,15234120,150588,2347247,23645,24930,25425,1710,1028258,2140012
"G2100690","1870","Kentucky","210","Fleming","0690","Fleming",13398,3842873,115624,1052149,20548,466,4945,11098,312868,940964
"G2100710","1870","Kentucky","210","Floyd","0710","Floyd",7877,712547,14023,330044,9809,82,5000,28550,76255,250640
"G2100730","1870","Kentucky","210","Franklin","0730","Franklin",15300,2651192,68543,633214,9774,4047,14941,1376,160161,459251
"G2100750","1870","Kentucky","210","Fulton","0750","Fulton",6161,1994154,51694,512442,6036,4575,4840,150,95307,369586
"G2100770","1870","Kentucky","210","Gallatin","0770","Gallatin",5074,2046600,47215,420300,370,0,0,0,132065,352170
"G2100790","1870","Kentucky","210","Garrard","0790","Garrard",10376,3777902,70977,652304,4797,1039,1460,4842,376215,800811
"G2100810","1870","Kentucky","210","Grant","0810","Grant",9529,3562505,72394,993590,26195,0,5415,7012,333809,784864
"G2100830","1870","Kentucky","210","Graves","0830","Graves",19398,3168722,149559,1560415,17182,140,418,17992,262188,917174
"G2100850","1870","Kentucky","210","Grayson","0850","Grayson",11580,1182435,83930,686745,16047,105,16625,40324,181380,492782
"G2100870","1870","Kentucky","210","Green","0870","Green",9379,958818,58444,523666,1991,0,7,26211,121222,434753
"G2100890","1870","Kentucky","210","Greenup","0890","Greenup",11463,1078840,32941,262058,5630,1773,5235,1027,48138,140358
"G2100910","1870","Kentucky","210","Hancock","0910","Hancock",6591,1310317,64265,808390,3565,1985,1910,990,20896,309187
"G2100930","1870","Kentucky","210","Hardin","0930","Hardin",15705,2453229,120473,1013871,10605,480,870,13986,296167,648414
"G2100950","1870","Kentucky","210","Harlan","0950","Harlan",4415,398583,6317,123654,2090,0,9176,24374,48996,156894
"G2100970","1870","Kentucky","210","Harrison","0970","Harrison",12993,4755752,116822,989917,12325,4588,14015,18913,268900,1001963
"G2100990","1870","Kentucky","210","Hart","0990","Hart",13687,1766083,96437,955515,4465,185,1276,19295,232516,608686
"G2101010","1870","Kentucky","210","Henderson","1010","Henderson",18457,3322516,115702,1371942,11377,1878,3803,1870,205229,653440
"G2101030","1870","Kentucky","210","Henry","1030","Henry",11066,4279326,123018,882863,9756,460,1297,1970,351381,667401
"G2101050","1870","Kentucky","210","Hickman","1050","Hickman",8453,1178430,44523,448180,8449,850,1500,3425,124772,294198
"G2101070","1870","Kentucky","210","Hopkins","1070","Hopkins",13827,1052974,83020,775797,534,699,0,14109,169845,642030
"G2101090","1870","Kentucky","210","Jackson","1090","Jackson",4547,305815,9825,205430,4007,5,1069,12831,43600,150792
"G2101110","1870","Kentucky","210","Jefferson","1110","Jefferson",118953,17253896,134386,2631076,80521,180405,15198,2232,405000,1304615
"G2101130","1870","Kentucky","210","Jessamine","1130","Jessamine",8638,3518055,75276,435390,15049,100,100,1816,77523,580234
"G2101150","1870","Kentucky","210","Johnson","1150","Johnson",7494,590875,14922,333347,8715,25,21038,30862,62190,200314
"G2101155","1870","Kentucky","210","Josh Bell","1155","Josh Bell",3731,261366,6586,145499,2011,0,1767,12094,31765,113785
"G2101170","1870","Kentucky","210","Kenton","1170","Kenton",36096,6294885,120482,1218688,37510,77706,3066,520,283515,494522
"G2101210","1870","Kentucky","210","Knox","1210","Knox",8294,716351,30084,303661,9701,6158,0,23108,74867,259996
"G2101230","1870","Kentucky","210","Larue","1230","Larue",8235,1744462,77033,578473,548,0,0,13140,155915,463541
"G2101250","1870","Kentucky","210","Laurel","1250","Laurel",6016,561226,11637,379616,10941,30,0,20482,54853,234326
"G2101270","1870","Kentucky","210","Lawrence","1270","Lawrence",8497,592678,15624,293701,2885,0,30250,15752,64976,195476
"G2101290","1870","Kentucky","210","Lee","1290","Lee",3055,235380,7412,71030,1705,250,1777,5923,25399,77480
"G2101330","1870","Kentucky","210","Letcher","1330","Letcher",4608,278019,7312,165434,4139,0,1870,21975,38988,130977
"G2101350","1870","Kentucky","210","Lewis","1350","Lewis",9115,699396,30299,273996,3776,2242,10392,6879,65608,226438
"G2101370","1870","Kentucky","210","Lincoln","1370","Lincoln",10947,4002549,91866,616781,12014,278,10591,5364,246427,845332
"G2101390","1870","Kentucky","210","Livingston","1390","Livingston",8200,826057,53757,505762,4385,826,4558,8878,112829,323213
"G2101410","1870","Kentucky","210","Logan","1410","Logan",20429,6084554,223286,1697441,21964,135,45,26733,465141,1065901
"G2101430","1870","Kentucky","210","Lyon","1430","Lyon",6233,316605,22199,364663,837,215,745,5102,81944,234363
"G2101450","1870","Kentucky","210","McCracken","1450","Mccracken",13988,1643148,71513,652105,8457,16412,5660,14654,102671,304971
"G2101490","1870","Kentucky","210","McLean","1490","Mclean",7614,1214143,65287,538667,9443,192,57,10679,110413,341608
"G2101510","1870","Kentucky","210","Madison","1510","Madison",19543,8981032,127988,1493485,10708,410,1750,5265,658823,1948277
"G2101530","1870","Kentucky","210","Magoffin","1530","Magoffin",4684,493366,9567,208579,2004,0,0,19946,37779,199324
"G2101550","1870","Kentucky","210","Marion","1550","Marion",12838,3530976,93077,1015252,11190,4066,10630,11304,299936,650555
"G2101570","1870","Kentucky","210","Marshall","1570","Marshall",9455,1193005,64734,767763,8864,75,1066,35177,163977,437841
"G2101610","1870","Kentucky","210","Mason","1610","Mason",18126,5897634,140033,1280306,11998,5720,190,45,388494,797401
"G2101630","1870","Kentucky","210","Meade","1630","Meade",9485,1906109,90541,777663,35423,945,2988,8767,241251,478797
"G2101650","1870","Kentucky","210","Menifee","1650","Menifee",1986,191120,5724,73800,207,15,0,2508,16594,71885
"G2101670","1870","Kentucky","210","Mercer","1670","Mercer",13144,4022762,101171,949552,6068,1195,5802,11131,290128,753714
"G2101690","1870","Kentucky","210","Metcalfe","1690","Metcalfe",7934,916599,54092,522661,9853,106,1630,18498,117138,397059
"G2101710","1870","Kentucky","210","Monroe","1710","Monroe",9231,720680,52854,790429,11668,7,6191,31870,143367,434517
"G2101730","1870","Kentucky","210","Montgomery","1730","Montgomery",7557,5038849,51968,447118,1724,335,2000,2848,297625,1019791
"G2101750","1870","Kentucky","210","Morgan","1750","Morgan",5975,624545,22891,296066,10695,0,0,33213,58445,278770
"G2101770","1870","Kentucky","210","Muhlenberg","1770","Muhlenberg",12638,1645030,104459,655059,6315,0,7333,20764,67725,506818
"G2101790","1870","Kentucky","210","Nelson","1790","Nelson",14804,5246296,143308,1500855,11016,60,5618,17433,498934,1285584
"G2101810","1870","Kentucky","210","Nicholas","1810","Nicholas",9129,3593935,100324,873260,29441,10,40,2089,278748,791548
"G2101830","1870","Kentucky","210","Ohio","1830","Ohio",15561,2185083,144399,1250008,12122,125,371,42162,219804,770298
"G2101850","1870","Kentucky","210","Oldham","1850","Oldham",9027,4919320,135102,1304111,25990,33997,67,2845,283147,678745
"G2101870","1870","Kentucky","210","Owen","1870","Owen",14309,4034405,111243,1259639,32291,39678,0,1562,269340,991828
"G2101890","1870","Kentucky","210","Owsley","1890","Owsley",3889,417133,16415,127062,4820,0,3191,15893,65173,162200
"G2101910","1870","Kentucky","210","Pendleton","1910","Pendleton",14030,2602376,90450,654425,11745,829,20976,11901,218991,681031
"G2101930","1870","Kentucky","210","Perry","1930","Perry",4274,271803,5098,289044,31,0,8,15400,36049,136067
"G2101950","1870","Kentucky","210","Pike","1950","Pike",9562,854777,16861,522734,15522,0,87265,44059,81633,343104
"G2101970","1870","Kentucky","210","Powell","1970","Powell",2599,306560,10572,101074,1891,300,4064,7815,34503,97265
"G2101990","1870","Kentucky","210","Pulaski","1990","Pulaski",17670,1773628,94223,1069237,17341,171,1284,91967,196563,800918
"G2102010","1870","Kentucky","210","Robertson","2010","Robertson",5399,1115462,42419,432430,11130,0,0,7010,90179,299862
"G2102030","1870","Kentucky","210","Rockcastle","2030","Rockcastle",7145,725857,28327,243406,10249,0,7515,15974,73119,289722
"G2102050","1870","Kentucky","210","Rowan","2050","Rowan",2991,329165,11533,174850,1540,0,8210,12145,35564,134805
"G2102070","1870","Kentucky","210","Russell","2070","Russell",5809,531009,38503,269889,15534,0,0,30212,69606,265717
"G2102090","1870","Kentucky","210","Scott","2090","Scott",11607,5342521,71111,1123521,70,0,0,495,367934,891035
"G2102110","1870","Kentucky","210","Shelby","2110","Shelby",15733,10023460,187998,1954678,12670,1311,4778,996,917833,1607670
"G2102130","1870","Kentucky","210","Simpson","2130","Simpson",9573,2800058,99940,787662,21543,17235,160,10420,237057,447841
"G2102150","1870","Kentucky","210","Spencer","2150","Spencer",5956,2963479,82051,588538,738,58,0,180,256624,540074
"G2102170","1870","Kentucky","210","Taylor","2170","Taylor",8226,1309712,59737,561467,11068,248,1317,16435,120173,375289
"G2102190","1870","Kentucky","210","Todd","2190","Todd",12612,7923969,122670,983833,14221,10,1846,6544,211850,552169
"G2102210","1870","Kentucky","210","Trigg","2210","Trigg",13686,1880044,98470,1080483,995,1223,55,12858,228215,688008
"G2102230","1870","Kentucky","210","Trimble","2230","Trimble",5577,1191509,43494,369062,8099,5250,1868,106,79906,327461
"G2102250","1870","Kentucky","210","Union","2250","Union",13640,2852215,98600,1136178,14272,595,2793,3402,259841,649430
"G2102270","1870","Kentucky","210","Warren","2270","Warren",21742,5991918,136465,1577859,18502,3045,21423,18330,466593,1225792
"G2102290","1870","Kentucky","210","Washington","2290","Washington",12464,4349657,107493,938372,13625,18513,580,19072,358851,1075104
"G2102310","1870","Kentucky","210","Wayne","2310","Wayne",10602,1198460,64110,587683,17994,40,1480,62162,194947,539209
"G2102330","1870","Kentucky","210","Webster","2330","Webster",10937,1075452,54253,630474,5364,60,0,13070,156041,475385
"G2102350","1870","Kentucky","210","Whitley","2350","Whitley",8278,685940,21924,330021,6115,100,40,50466,91763,342663
"G2102370","1870","Kentucky","210","Wolfe","2370","Wolfe",3603,354100,10106,183971,10035,35,524,17797,33137,126367
"G2102390","1870","Kentucky","210","Woodford","2390","Woodford",8240,5698160,88285,827961,3188,0,0,0,170592,830937
"G2200050","1870","Louisiana","220","Ascension","0050","Ascension",11577,1475633,364005,684583,0,800,0,0,0,272716
"G2200070","1870","Louisiana","220","Assumption","0070","Assumption",13234,1953395,476426,1579831,0,0,0,0,10,364753
"G2200090","1870","Louisiana","220","Avoyelles","0090","Avoyelles",12926,1525955,120780,2148874,0,0,0,1123,14851,340836
"G2200130","1870","Louisiana","220","Bienville","0130","Bienville",10636,442648,33724,1225100,0,0,0,0,0,320895
"G2200150","1870","Louisiana","220","Bossier","0150","Bossier",12675,1633983,81073,1534620,0,0,0,0,0,449618
"G2200170","1870","Louisiana","220","Caddo","0170","Caddo",21714,1911256,177895,1810926,490,5400,12570,45,29940,564475
"G2200190","1870","Louisiana","220","Calcasieu","0190","Calcasieu",6733,83800,0,100120,1000,140,0,0,12960,99340
"G2200210","1870","Louisiana","220","Caldwell","0210","Caldwell",4820,260275,12766,402644,0,62,418,649,20542,184322
"G2200230","1870","Louisiana","220","Cameron","0230","Cameron",1591,68055,1750,253077,1600,0,0,0,1470,135677
"G2200235","1870","Louisiana","220","Carroll","0235","Carroll",10110,2376630,21594,1625238,0,0,0,0,12835,303613
"G2200250","1870","Louisiana","220","Catahoula","0250","Catahoula",8475,1009831,48487,735095,0,0,0,0,60,407531
"G2200270","1870","Louisiana","220","Claiborne","0270","Claiborne",20240,1494346,98033,1986546,0,11,360,7009,139146,591248
"G2200290","1870","Louisiana","220","Concordia","0290","Concordia",9977,3168500,80175,1935405,0,0,0,0,0,491491
"G2200310","1870","Louisiana","220","De Soto","0310","De Soto",14962,1190596,99525,1702430,0,0,0,0,0,435451
"G2200330","1870","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",17816,1719591,150278,1131336,1837,2800,0,371,10669,363302
"G2200370","1870","Louisiana","220","East Feliciana","0370","East Feliciana",13499,886420,11257,1044376,0,0,425,0,0,276440
"G2200410","1870","Louisiana","220","Franklin","0410","Franklin",5078,396594,22335,299098,0,0,0,0,975,149325
"G2200430","1870","Louisiana","220","Grant","0430","Grant",4517,464444,22182,490650,0,0,0,1285,4710,238361
"G2200450","1870","Louisiana","220","Iberia","0450","Iberia",9042,1429025,111191,475352,505,305,20,0,21009,142746
"G2200470","1870","Louisiana","220","Iberville","0470","Iberville",12347,1334675,393117,1341809,0,300,0,0,0,309032
"G2200490","1870","Louisiana","220","Jackson","0490","Jackson",7646,225414,50788,584569,2700,0,0,2192,42927,201358
"G2200510","1870","Louisiana","220","Jefferson","0510","Jefferson",17767,1333700,255526,437168,5295,42000,700,4300,6870,148655
"G2200550","1870","Louisiana","220","Lafayette","0550","Lafayette",10388,1118526,89094,852093,0,570,0,0,76803,457526
"G2200570","1870","Louisiana","220","Lafourche","0570","Lafourche",14719,1998950,306349,1176819,0,0,0,0,0,298779
"G2200630","1870","Louisiana","220","Livingston","0630","Livingston",4026,200629,4316,202725,1150,0,2700,210,24382,169195
"G2200650","1870","Louisiana","220","Madison","0650","Madison",8600,1757403,122021,1830593,0,0,0,0,0,355598
"G2200670","1870","Louisiana","220","Morehouse","0670","Morehouse",9387,1011421,59159,973183,350,0,548,375,5345,365197
"G2200690","1870","Louisiana","220","Natchitoches","0690","Natchitoches",18265,1939575,61820,1525476,0,0,0,90,18834,633879
"G2200710","1870","Louisiana","220","Orleans","0710","Orleans",191418,859012,51110,614128,21931,93796,0,0,2878,173690
"G2200730","1870","Louisiana","220","Ouachita","0730","Ouachita",11582,1588070,77113,1356348,160,100,0,1131,20695,301283
"G2200750","1870","Louisiana","220","Plaquemines","0750","Plaquemines",10552,3808300,56783,1906846,92626,6850,0,0,26850,417552
"G2200770","1870","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",12981,1611037,547842,1065173,0,0,0,0,800,302325
"G2200790","1870","Louisiana","220","Rapides","0790","Rapides",18015,1580915,395403,1482594,100,800,0,0,57058,450945
"G2200830","1870","Louisiana","220","Richland","0830","Richland",5110,523947,39105,529762,0,0,0,0,22083,237285
"G2200850","1870","Louisiana","220","Sabine","0850","Sabine",6456,223805,18931,264270,0,0,0,132,365,140152
"G2200870","1870","Louisiana","220","St Bernard","0870","St Bernard",3553,438700,44670,183333,3521,19989,0,6000,0,41350
"G2200890","1870","Louisiana","220","St Charles","0890","St Charles",4867,920800,129780,881895,2475,610,1000,0,0,193670
"G2200910","1870","Louisiana","220","St Helena","0910","St Helena",5423,373708,800,354261,0,0,0,0,0,161281
"G2200930","1870","Louisiana","220","St James","0930","St James",10152,2097131,392550,1224294,0,0,0,7800,5000,294901
"G2200950","1870","Louisiana","220","St John The Baptist","0950","St John The Baptist",6762,1621127,332382,1182746,350,670,0,135,0,240718
"G2200970","1870","Louisiana","220","St Landry","0970","St Landry",25553,2258502,240755,1556290,0,0,0,1930,43003,666414
"G2200990","1870","Louisiana","220","St Martin","0990","St Martin",9370,1621150,90290,523258,0,0,0,0,0,347700
"G2201010","1870","Louisiana","220","St Mary","1010","St Mary",13860,4710540,362814,1534154,1968,250,32850,840,3280,432234
