GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AG1001,AG1002,AG1003,AG1004,AG1005,AG1006,AG1007,AG1008,AG1009,AG1010,AG1011,AG1012,AG1013,AG1014,AG1015,AG1016,AG1017,AG1018,AG1019,AG1020,AG1021,AG1022,AG1023,AG1024,AG1025,AG1026,AG1027,AG1028,AG1029,AG1030,AG1031,AG1032,AG1033
"G2050515","1860","Kansas Territory","205","Linn","0515","Linn",5596,4,136490,1743,0,163,56,1192,985,5219,237,149,1383,0,13033,189,42179,40,812,0,0,0,0,0,0,478,83,0,0,0,4822,135,333
"G2050535","1860","Kansas Territory","205","McGhee","0535","Mcghee",1143,24,11008,251,0,175,0,215,2,492,128,0,47,0,68,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0,86
"G2050555","1860","Kansas Territory","205","Madison","0555","Madison",1215,0,16100,9,0,49,0,0,100,640,24,0,129,0,1317,0,4439,0,11,0,0,0,0,0,0,0,0,0,0,0,258,0,0
"G2050575","1860","Kansas Territory","205","Marion","0575","Marion",40,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2050595","1860","Kansas Territory","205","Marshall","0595","Marshall",453,24,12688,26,0,9,0,77,273,2359,13,38,465,33,1112,35,7488,0,40,0,0,0,0,0,0,0,0,0,0,0,346,0,0
"G2050615","1860","Kansas Territory","205","Miami/Lykins","0615","Miami/Lykins",6298,0,108371,787,0,0,0,30,427,4123,235,5,1060,2,10089,660,37410,0,886,0,100,0,0,0,0,0,0,0,0,0,4064,0,27
"G2050635","1860","Kansas Territory","205","Morris","0635","Morris",1170,12,17001,93,0,23,0,10,122,1125,40,0,61,0,1880,11,9672,35,453,0,0,0,0,0,0,0,0,0,0,0,169,0,0
"G2050655","1860","Kansas Territory","205","Nemaha","0655","Nemaha",3598,24,40516,280,0,0,0,0,18,3543,0,20,479,0,4009,31,18890,0,0,0,0,0,0,0,0,0,0,0,0,0,771,3,45
"G2050695","1860","Kansas Territory","205","Osage","0695","Osage",940,0,26415,120,0,66,0,0,339,2351,0,2,1153,2,2765,34,9291,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,0
"G2050715","1860","Kansas Territory","205","Otoe","0715","Otoe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2050735","1860","Kansas Territory","205","Pottawatomie","0735","Pottawatomie",3146,24,53267,225,0,29,0,26,526,4714,113,30,484,0,7402,44,24349,0,0,0,0,0,0,25,3,0,0,0,0,0,1756,0,0
"G2050755","1860","Kansas Territory","205","Riley","0755","Riley",1022,12,29859,851,0,0,0,0,204,2281,21,0,241,10,2116,89,10887,0,51,0,0,0,0,0,1,0,27,0,0,0,520,0,0
"G2050795","1860","Kansas Territory","205","Shawnee","0795","Shawnee",11442,58,106468,1152,0,9,0,0,923,9780,270,0,2171,0,11307,143,33135,0,0,0,0,0,0,0,0,0,0,0,0,0,3384,0,0
"G2050815","1860","Kansas Territory","205","Wabaunsee","0815","Wabaunsee",4443,178,30307,299,0,198,0,165,296,4982,96,100,504,2,5415,202,19982,0,0,0,0,0,0,0,0,0,0,0,0,0,2542,0,15
"G2050835","1860","Kansas Territory","205","Washington","0835","Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2050855","1860","Kansas Territory","205","Wilson","0855","Wilson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2050875","1860","Kansas Territory","205","Woodson","0875","Woodson",1157,0,14110,68,0,47,0,77,206,1130,31,0,403,0,2525,18,12175,0,195,5,0,0,0,0,0,0,0,0,0,0,687,3,81
"G2052090","1860","Kansas Territory","205","Wyandotte","2090","Wyandotte",20,0,29183,558,0,0,0,0,97,4457,5,0,168,0,1627,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"G2100010","1860","Kentucky","210","Adair","0010","Adair",30103,1071,190074,8226,0,69066,0,2785,12813,4174,7844,0,2,4,9341,43,6938,10,417,0,0,603,13735,472,654,191,407,0,3285,0,2839,117,1596
"G2100030","1860","Kentucky","210","Allen","0030","Allen",30547,273,207105,10917,0,87974,0,2884,942,3532,6572,0,7,0,7381,9,3592,15,1401,1,67,0,4824,235,117,0,431,0,2166,0,25,131,1891
"G2100050","1860","Kentucky","210","Anderson","0050","Anderson",56760,21110,234832,12534,0,3272,0,3415,1945,3468,1343,271,71,0,9591,34,10223,0,976,2,0,0,0,285,841,0,50,0,1320,0,797,90,2004
"G2100070","1860","Kentucky","210","Ballard","0070","Ballard",54109,550,241620,1021,0,163601,0,1344,2234,4046,6586,0,5,0,8510,1,6255,5,95,0,0,0,0,73,20,0,0,0,0,0,756,86,1605
"G2100090","1860","Kentucky","210","Barren","0090","Barren",76104,5447,365151,22688,0,200700,0,9960,1504,6556,11234,3,5,65,13649,28,12728,5,881,2,0,0,31490,784,866,1672,347,0,8639,0,606,216,2390
"G2100110","1860","Kentucky","210","Bath","0110","Bath",96597,20417,527480,44062,0,409,0,5803,2351,8802,2326,58,83,8,15797,57,14980,0,0,0,536,0,871,136,54,0,23,0,172,0,2872,12,1977
"G2100150","1860","Kentucky","210","Boone","0150","Boone",142083,33888,422165,15616,0,51268,0,6857,175,12915,3630,1711,74,1542,16348,14,30397,0,97,0,0,0,0,10,9,0,422,0,2386,0,455,17,1862
"G2100170","1860","Kentucky","210","Bourbon","0170","Bourbon",299134,15580,627571,62264,0,77,0,14217,1102,8387,1687,1477,177,69,18276,164,40892,0,20458,2,56012,670,0,18,7,0,0,0,32,0,0,29,3721
"G2100190","1860","Kentucky","210","Boyd","0190","Boyd",19846,199,60605,3804,0,135,0,1152,296,2180,876,0,15,0,2443,0,7718,0,3,0,0,737,0,145,24,0,67,0,2086,0,0,37,349
"G2100210","1860","Kentucky","210","Boyle","0210","Boyle",92587,19168,341078,46588,0,745,0,3920,2185,5506,3283,498,309,348,10123,281,24519,346,1651,17,20837,0,13400,322,350,0,78,0,507,0,1622,157,2439
"G2100230","1860","Kentucky","210","Bracken","0230","Bracken",98478,16455,271937,7021,0,250240,0,2562,370,5156,1663,4479,315,4161,11176,16,11327,140,598,0,0,0,6700,39,8,597,118,0,754,0,2749,44,1266
"G2100250","1860","Kentucky","210","Breathitt","0250","Breathitt",7404,281,103086,1448,0,783,0,1664,2397,3141,1531,0,16,0,2910,0,298,0,14,0,0,0,0,269,273,0,991,0,119,0,3191,331,4710
"G2100270","1860","Kentucky","210","Breckinridge","0270","Breckinridge",70596,4086,287028,20671,0,180767,0,4168,249,4774,3067,6,50,2,8333,1,11712,0,81,1,0,0,1340,456,69,0,224,0,177,0,1965,20,610
"G2100290","1860","Kentucky","210","Bullitt","0290","Bullitt",55248,4006,190261,14177,0,792,0,2667,377,3367,1716,47,13,88,7831,19,18562,0,684,0,0,0,0,97,1366,0,86,0,5263,0,0,42,1135
"G2100310","1860","Kentucky","210","Butler","0310","Butler",23358,111,142637,2179,0,88583,0,2798,150,1280,2294,0,3,0,5574,7,4617,5,981,2,0,0,0,216,154,0,513,0,271,0,2633,78,1587
"G2100330","1860","Kentucky","210","Caldwell","0330","Caldwell",46607,1795,276702,3733,0,312108,0,2604,534,4379,5867,26,3,0,6977,0,5712,65,701,1,0,0,0,0,0,0,113,0,62,0,767,35,878
"G2100350","1860","Kentucky","210","Calloway","0350","Calloway",28154,727,230280,294,0,214196,0,2724,635,3137,10615,0,40,0,5237,16,3977,55,600,0,0,0,0,36,6,0,7,0,332,0,50,121,602
"G2100370","1860","Kentucky","210","Campbell","0370","Campbell",58142,4008,155860,10494,0,3647,0,752,445,22725,13906,5411,212,20866,4430,4,15216,0,145,0,0,0,0,60,5,0,32,0,378,0,849,0,80
"G2100410","1860","Kentucky","210","Carroll","0410","Carroll",56539,5023,178664,4631,0,54293,0,2508,808,9684,1173,509,87,622,7377,4,34252,10,5763,3,0,0,0,24,7,0,159,0,492,0,157,171,1969
"G2100430","1860","Kentucky","210","Carter","0430","Carter",23641,2154,167010,9249,0,1671,0,3192,3681,6275,2236,0,158,0,12382,1,8261,80,439,12,0,0,0,1289,710,0,1366,0,1100,0,14141,162,1632
"G2100450","1860","Kentucky","210","Casey","0450","Casey",23220,10899,240096,4624,0,7168,0,3359,4800,5170,5765,29,0,43,9620,35,6421,100,1115,1,3350,804,1675,2189,2371,263,463,0,10034,0,0,546,3199
"G2100470","1860","Kentucky","210","Christian","0470","Christian",209552,10259,531693,21162,0,1026811,0,6154,3150,7527,15350,64,5,405,15790,19,11808,155,920,1,0,0,10050,89,44,0,367,0,417,0,519,198,1601
"G2100490","1860","Kentucky","210","Clark","0490","Clark",94905,25062,485855,46447,0,1630,0,9584,3023,7193,3074,6,61,120,13776,118,25404,1288,19293,13,37386,0,0,206,108,0,136,0,1970,0,790,124,3914
"G2100510","1860","Kentucky","210","Clay","0510","Clay",13975,1304,117607,1826,0,833,0,2222,2656,4326,1867,9,12,13,6034,2,2356,30,167,0,0,0,0,363,285,0,555,0,4508,0,0,595,5616
"G2100530","1860","Kentucky","210","Clinton","0530","Clinton",24612,514,121264,7802,0,17079,0,2429,281,2194,5105,1,11,0,5816,53,2952,631,890,0,0,0,0,676,581,0,326,0,9502,0,0,231,1906
"G2100550","1860","Kentucky","210","Crittenden","0550","Crittenden",39016,581,243317,2040,0,166121,0,2879,1561,4170,5624,0,13,4,5732,0,4625,0,848,1,0,0,0,15,1,0,29,0,334,0,1172,92,743
"G2100570","1860","Kentucky","210","Cumberland","0570","Cumberland",18496,875,160425,3768,0,186862,0,2124,1748,3168,6063,0,10,3,5198,29,5230,55,92,0,0,0,0,227,336,561,155,0,610,0,2744,326,2931
"G2100590","1860","Kentucky","210","Daviess","0590","Daviess",75491,6196,498547,12674,0,477312,0,4092,599,6847,5739,144,92,132,6903,10,25369,85,106,4,0,0,0,119,285,24,0,0,16,0,71,148,1636
"G2100610","1860","Kentucky","210","Edmonson","0610","Edmonson",16230,448,92731,2431,0,32945,0,1725,1004,2328,1748,0,85,0,4046,10,1200,25,820,0,0,0,3350,188,274,0,400,0,222,0,973,136,1260
"G2100650","1860","Kentucky","210","Estill","0650","Estill",18128,3299,179895,5472,0,2590,0,2408,1415,3054,2159,3,62,0,6848,37,7209,100,300,0,0,0,2010,356,329,0,435,0,2502,0,8791,239,3326
"G2100670","1860","Kentucky","210","Fayette","0670","Fayette",225449,19346,710663,70740,0,230,0,13599,2960,17537,7512,6063,280,2464,16914,97,31878,215,1323,18,100768,402,0,267,52,0,2,0,258,0,49,39,2396
"G2100690","1860","Kentucky","210","Fleming","0690","Fleming",126103,6500,338870,26848,0,18375,0,4776,1607,5538,2774,6643,33,33,13129,2747,30161,556,1554,10,0,0,0,76,75,12,905,0,1777,0,3929,131,2348
"G2100710","1860","Kentucky","210","Floyd","0710","Floyd",16656,290,140240,3373,0,1297,0,1840,2127,4494,3136,0,31,0,4098,6,1708,0,183,0,1340,0,0,511,561,203,432,0,2311,0,1193,820,7425
"G2100730","1860","Kentucky","210","Franklin","0730","Franklin",85803,10906,262568,25949,0,15800,0,4022,2796,8709,1872,2993,127,372,9033,11,10722,95,108,2,8576,0,0,53,7,0,259,0,1047,0,239,138,1616
"G2100750","1860","Kentucky","210","Fulton","0750","Fulton",36754,335,148138,128,0,54251,0,1341,879,2889,5067,0,7,11,3848,7,19290,25,439,1,0,0,0,59,13,0,0,0,22,0,16,89,1499
"G2100770","1860","Kentucky","210","Gallatin","0770","Gallatin",71121,3856,168004,5698,0,46040,0,2003,1242,4609,1801,52,68,773,6402,19,12939,0,884,0,0,0,0,39,14,0,171,0,686,0,41,104,1013
"G2100790","1860","Kentucky","210","Garrard","0790","Garrard",79458,18361,341033,37696,0,4028,0,4416,3767,4661,3516,399,200,135,6719,152,15891,361,4985,41,1666357,102510,136345,691,565,60,212,0,2593,0,0,175,2608
"G2100810","1860","Kentucky","210","Grant","0810","Grant",69260,15709,293814,7235,0,26298,0,4268,618,4391,897,44,51,84,9265,25,12124,15,395,1,0,0,0,96,13,0,597,0,779,0,1593,98,2247
"G2100830","1860","Kentucky","210","Graves","0830","Graves",91694,636,473952,730,0,394489,0,4348,2190,7928,24450,3,107,21,15577,2,9837,0,364,1,0,0,0,4,2,0,1,0,437,0,0,164,1848
"G2100850","1860","Kentucky","210","Grayson","0850","Grayson",30591,2138,198272,3318,0,64095,0,3904,6094,4891,3226,2,17,0,9421,19,9312,10,1721,1,0,670,0,1137,760,0,1378,0,9044,0,524,160,1281
"G2100870","1860","Kentucky","210","Green","0870","Green",31723,1200,231840,8669,0,140283,0,3005,937,3489,6815,0,3,23,6129,14,7577,90,370,2,0,0,0,2007,840,0,120,0,190,0,1627,80,1465
"G2100890","1860","Kentucky","210","Greenup","0890","Greenup",49610,478,152583,8284,0,168,0,1012,667,3810,1157,1,149,0,5332,2,12807,0,53,7,0,0,0,49,10,0,213,0,216,0,1783,99,1207
"G2100910","1860","Kentucky","210","Hancock","0910","Hancock",25550,831,143727,4539,0,97119,0,1853,819,3638,2082,68,88,15,5658,2,17555,45,200,9,0,0,0,65,20,0,0,0,72,0,854,76,1216
"G2100930","1860","Kentucky","210","Hardin","0930","Hardin",161455,13262,501672,15638,0,47252,0,5839,1102,10285,7030,0,158,54,15612,12,31904,60,1765,3,0,0,0,368,186,0,554,0,1938,0,1317,53,1510
"G2100950","1860","Kentucky","210","Harlan","0950","Harlan",10512,675,112247,3392,0,921,0,2307,2778,4792,3709,0,146,0,4632,4,1288,0,3,0,0,0,2680,371,285,0,562,0,2178,0,0,877,5599
"G2100970","1860","Kentucky","210","Harrison","0970","Harrison",196756,10442,543402,46631,0,17221,0,9041,20,4738,1240,1873,0,0,8936,252,19509,40,195,0,0,0,0,60,17,0,1509,0,3019,0,1032,12,1856
"G2100990","1860","Kentucky","210","Hart","0990","Hart",46238,4405,220898,5289,0,148804,0,3388,1042,3845,5439,0,34,0,7253,6,6228,0,114,1,0,0,0,397,306,0,25,0,83,0,3700,133,1703
"G2101010","1860","Kentucky","210","Henderson","1010","Henderson",49359,3308,521150,8357,0,714495,0,3450,2673,8292,5285,116,375,72,12812,10,18081,0,0,21,0,0,0,0,0,0,0,0,90,0,223,152,2284
"G2101030","1860","Kentucky","210","Henry","1030","Henry",142598,19255,407836,28581,0,140116,0,8772,2284,8213,3913,1333,735,1186,16316,83,27025,5,9972,2,67,0,6968,157,167,0,264,0,1402,0,557,196,2483
"G2101050","1860","Kentucky","210","Hickman","1050","Hickman",36268,395,169752,508,0,81303,0,1176,1265,2420,5498,52,10,4,5086,1,6333,0,125,0,0,0,0,102,17,0,0,0,0,0,755,83,1449
"G2101070","1860","Kentucky","210","Hopkins","1070","Hopkins",31839,326,307460,3665,0,279390,0,3333,956,4042,7018,0,47,0,10564,19,9452,60,781,1,0,0,6700,307,200,0,154,0,230,0,888,265,2117
"G2101090","1860","Kentucky","210","Jackson","1090","Jackson",4521,454,47819,1075,0,592,0,930,858,2012,753,5,7,0,2335,2,429,0,70,0,0,0,0,201,225,0,159,0,291,0,2925,59,754
"G2101110","1860","Kentucky","210","Jefferson","1110","Jefferson",158901,9511,448091,45570,0,1220,0,6442,749,65846,15290,26277,186,4633,21069,71,83597,200,4242,2,13668,0,0,9,167,0,111,0,679,0,1139,89,2014
"G2101130","1860","Kentucky","210","Jessamine","1130","Jessamine",193820,10060,322138,32128,0,4275,0,5475,688,5638,3595,1264,16,4,10442,21,14515,50,292,0,38793,0,0,58,17,0,34,0,349,0,78,6,1630
"G2101150","1860","Kentucky","210","Johnson","1150","Johnson",12222,1173,105208,6244,0,1047,0,1675,1686,3497,2750,0,27,0,6055,0,2663,0,228,0,0,0,0,351,499,0,387,0,109,0,10517,275,3246
"G2101170","1860","Kentucky","210","Kenton","1170","Kenton",58082,22298,200479,8376,0,34604,0,2924,7,16556,3732,716,177,3760,12588,0,22557,0,0,0,0,0,0,0,0,0,33,0,343,0,263,0,320
"G2101210","1860","Kentucky","210","Knox","1210","Knox",23415,3047,162635,6881,0,129,0,2769,4471,5143,5450,0,66,0,11303,5,6412,0,58,0,0,0,0,376,852,155,460,0,4193,0,4553,825,6183
"G2101230","1860","Kentucky","210","Larue","1230","Larue",64023,5527,215004,4926,0,34218,0,2697,875,3406,3748,29,18,39,5927,61,10950,70,1743,0,0,0,0,310,207,0,58,0,4201,0,148,89,871
"G2101250","1860","Kentucky","210","Laurel","1250","Laurel",18051,1224,87471,7373,0,1880,0,2213,1872,3532,2633,3,167,459,5227,1,6666,35,525,0,0,0,0,916,565,0,47,0,0,0,7258,178,1658
"G2101270","1860","Kentucky","210","Lawrence","1270","Lawrence",22974,1880,138912,5983,0,1360,0,2552,818,5694,3837,0,157,0,5398,1,4214,90,145,8,201,0,335,375,705,119,385,0,0,0,18987,196,1406
"G2101330","1860","Kentucky","210","Letcher","1330","Letcher",8551,559,63656,1622,0,559,0,1903,917,2879,1610,0,232,0,3030,5,596,0,19,2,0,0,0,477,378,0,776,0,353,0,1298,584,5624
"G2101350","1860","Kentucky","210","Lewis","1350","Lewis",61585,2035,186469,9856,0,3204,0,2201,630,4146,1478,445,283,0,8834,57,14104,15,637,1,1474,0,0,68,13,0,391,0,2225,0,2753,89,2619
"G2101370","1860","Kentucky","210","Lincoln","1370","Lincoln",56957,25824,326989,21750,0,3,0,5367,1538,3948,2817,76,55,14,7224,272,18291,276,578,0,13467,335,0,649,389,0,349,0,813,0,2640,143,2900
"G2101390","1860","Kentucky","210","Livingston","1390","Livingston",42808,341,191035,756,0,74027,0,1616,611,6001,4376,0,122,6,5846,0,9934,0,567,2,0,0,0,34,0,0,63,0,90,0,2068,82,1026
"G2101410","1860","Kentucky","210","Logan","1410","Logan",115881,4158,512470,28592,0,353414,0,6635,1906,5639,12806,13,9,48,11115,14,14384,426,2007,3,0,0,0,170,132,0,379,0,381,0,2398,155,1406
"G2101430","1860","Kentucky","210","Lyon","1430","Lyon",16171,640,132827,629,0,104069,0,923,507,2547,3204,2,5,9,3775,0,4941,15,236,0,0,0,0,30,0,0,25,0,44,0,349,64,550
"G2101450","1860","Kentucky","210","McCracken","1450","Mccracken",34222,1422,139341,1088,0,102351,0,894,404,5224,4193,0,0,0,4291,0,5212,0,103,0,0,0,0,0,0,0,0,0,0,0,0,107,497
"G2101490","1860","Kentucky","210","McLean","1490","Mclean",23405,320,146926,2873,0,146109,0,1620,445,1850,2757,17,12,13,5671,11,9627,10,114,2,1005,0,0,125,91,0,55,0,110,0,168,126,1708
"G2101510","1860","Kentucky","210","Madison","1510","Madison",95517,48853,623164,53225,0,5934,0,9761,6508,9384,5934,23,11,79,20466,509,32368,511,6817,15,0,0,0,1135,795,24,1216,0,1984,0,6789,391,5462
"G2101530","1860","Kentucky","210","Magoffin","1530","Magoffin",8014,439,76050,3677,0,466,0,1208,991,2892,1509,4,10,0,2235,1,1218,0,136,0,0,0,0,255,320,0,399,0,248,0,3993,205,1587
"G2101550","1860","Kentucky","210","Marion","1550","Marion",77093,17753,438271,24107,0,12425,0,4970,3820,6447,5814,0,14,141,11355,76,21313,2305,4417,0,0,0,0,845,1113,0,109,0,363,0,3669,252,3108
"G2101570","1860","Kentucky","210","Marshall","1570","Marshall",28488,608,139994,587,0,93804,0,1961,490,2839,6364,0,2,0,6181,13,3189,85,3806,0,0,0,0,23,9,0,63,0,44,0,815,117,1104
"G2101610","1860","Kentucky","210","Mason","1610","Mason",293245,17446,495004,13608,0,156479,0,6016,1277,8622,2468,43501,150,680,20169,163,37046,0,987,238,18961,0,0,0,5,0,153,0,1442,0,21,68,3559
"G2101630","1860","Kentucky","210","Meade","1630","Meade",98272,4236,241012,24213,0,44770,0,3207,690,8019,2323,6,89,45,7923,13,13017,0,192,4,134,0,0,262,158,0,11,0,73,0,1080,88,837
"G2101670","1860","Kentucky","210","Mercer","1670","Mercer",118166,24767,386285,25293,0,866,0,6357,1867,5175,3844,6406,776,118,13274,177,28085,120,862,19,3752,0,0,335,279,0,324,0,704,0,4922,126,3301
"G2101690","1860","Kentucky","210","Metcalfe","1690","Metcalfe",24943,480,140597,10888,0,69562,0,2480,0,2044,4654,0,30,22,6015,1,7823,0,28,0,0,0,0,1194,162,0,430,0,14,0,6812,41,1043
"G2101710","1860","Kentucky","210","Monroe","1710","Monroe",26996,1173,158447,7336,0,60063,0,2942,1442,3529,6972,0,0,0,5679,54,2847,0,1371,0,6700,0,0,719,1047,0,441,0,648,0,6536,143,1450
"G2101730","1860","Kentucky","210","Montgomery","1730","Montgomery",57546,19513,338531,27310,0,369,0,5084,2474,5180,1841,0,27,6,9606,135,11914,10,267,8,107267,0,45225,453,216,0,500,0,1409,0,4864,244,2636
"G2101750","1860","Kentucky","210","Morgan","1750","Morgan",24054,2360,179845,9584,0,1855,0,3929,2065,5894,2749,0,204,0,9297,42,7464,100,917,0,0,0,0,521,963,0,943,0,955,0,22228,196,2983
"G2101770","1860","Kentucky","210","Muhlenberg","1770","Muhlenberg",30030,913,235835,4511,0,143762,0,2874,1399,3551,6881,0,0,3,7641,9,14104,0,684,0,0,1340,2345,201,173,0,344,0,661,0,1285,124,1880
"G2101790","1860","Kentucky","210","Nelson","1790","Nelson",147060,18143,429050,27289,0,125,0,5934,1724,7461,3846,969,138,736,14603,151,32955,70,3889,7,0,0,0,623,664,167,198,0,853,0,2891,182,2780
"G2101810","1860","Kentucky","210","Nicholas","1810","Nicholas",107461,16991,385986,35282,0,35682,0,4638,2118,5111,602,71,21,6,11561,167,12282,125,1351,1,268,0,0,39,10,0,310,0,611,0,9093,49,2292
"G2101830","1860","Kentucky","210","Ohio","1830","Ohio",44568,942,344216,9848,0,263438,0,4814,818,5990,4965,5,10,22,10221,32,21252,0,286,0,0,0,0,1524,329,0,346,0,646,0,5551,163,2567
"G2101850","1860","Kentucky","210","Oldham","1850","Oldham",105830,3919,199242,15077,0,18249,0,4884,269,3528,1975,81,42,1989,8929,5,12483,0,28523,0,134,26800,0,158,196,0,59,0,304,0,41,75,881
"G2101870","1860","Kentucky","210","Owen","1870","Owen",124132,10052,383203,11875,0,193798,0,5871,984,7465,1828,15,115,11,10666,57,18256,140,1779,1,0,0,201,46,29,0,312,0,860,0,3281,95,3734
"G2101890","1860","Kentucky","210","Owsley","1890","Owsley",12937,1601,133123,3010,0,897,0,1522,4795,4129,2529,9,74,0,4658,3,1069,0,89,1,0,0,0,381,233,0,667,0,50,0,5065,176,2391
"G2101910","1860","Kentucky","210","Pendleton","1910","Pendleton",87310,15930,300985,13620,0,37230,0,3050,213,8829,1155,2204,153,162,14214,67,13447,0,78,1,0,0,0,56,22,0,219,0,0,0,3359,167,126
"G2101930","1860","Kentucky","210","Perry","1930","Perry",6566,144,75712,923,0,627,0,2051,27631,3858,1630,0,22,39,3829,0,44,5,0,0,0,0,0,1120,411,0,553,0,136,0,505,811,16471
"G2101950","1860","Kentucky","210","Pike","1950","Pike",17128,229,131841,4154,0,1217,0,2610,4457,5250,7636,3,28,7,6422,0,1577,0,8,0,0,0,0,804,292,12,443,0,30,0,2871,1210,14864
"G2101970","1860","Kentucky","210","Powell","1970","Powell",4743,364,63013,1387,0,977,0,772,664,1149,347,0,7,0,1954,0,1121,0,0,0,0,0,0,98,54,0,155,0,0,0,5033,111,1933
"G2101990","1860","Kentucky","210","Pulaski","1990","Pulaski",84293,3514,318972,25453,0,3537,0,6098,588,9119,14449,0,28,0,13444,16,9557,15,28,0,0,0,0,6573,1636,0,1675,0,27,0,27194,287,3717
"G2102030","1860","Kentucky","210","Rockcastle","2030","Rockcastle",17293,830,122178,5711,0,1014,0,1702,2703,2740,1915,8,219,0,5473,26,3215,0,256,0,0,0,0,644,290,0,543,0,333,0,7206,161,2158
"G2102050","1860","Kentucky","210","Rowan","2050","Rowan",5324,484,57182,3085,0,931,0,1129,1498,1957,1248,0,22,0,1680,6,2225,115,322,1,0,0,0,89,131,0,100,0,3787,0,52,72,653
"G2102070","1860","Kentucky","210","Russell","2070","Russell",21201,578,144070,2337,0,21249,0,341,1167,3388,3791,2,23,0,4603,17,491,0,89,1,0,0,0,513,524,0,399,0,259,0,4623,313,2233
"G2102090","1860","Kentucky","210","Scott","2090","Scott",163368,10004,508850,65219,0,0,0,10026,1323,8314,1307,1305,409,282,8385,223,15023,0,481,3,15745,670,0,4,7,0,441,0,2258,0,1896,9,2496
"G2102110","1860","Kentucky","210","Shelby","2110","Shelby",259273,63909,746447,49567,0,22419,0,12421,2096,8340,3928,3506,302,328,21401,152,26630,140,2716,2,15812,0,737,275,236,0,159,0,1606,0,964,190,3871
"G2102130","1860","Kentucky","210","Simpson","2130","Simpson",53011,728,273679,17404,0,147692,0,2698,1512,3582,10253,114,48,102,7712,13,6333,75,1729,5,0,0,0,651,120,0,36,0,22,0,386,102,836
"G2102150","1860","Kentucky","210","Spencer","2150","Spencer",120605,20457,284616,16971,0,36,0,2782,591,3172,1208,1222,10,39,7850,108,14699,40,403,4,335,67,0,128,236,0,263,0,371,0,220,13,1742
"G2102170","1860","Kentucky","210","Taylor","2170","Taylor",26185,989,186354,8504,0,124934,0,2833,538,2936,6264,0,5,43,5766,15,4669,997,1176,0,0,0,0,553,758,0,296,0,398,0,1966,81,1200
"G2102190","1860","Kentucky","210","Todd","2190","Todd",140340,1033,338400,12044,0,446832,0,3952,1429,4522,9821,0,0,0,8485,0,8068,0,556,0,0,0,0,0,46,0,0,0,0,0,0,87,914
"G2102210","1860","Kentucky","210","Trigg","2210","Trigg",32549,631,255325,4644,0,339902,0,277,1097,3438,7603,0,50,0,7384,8,4914,0,133,0,0,0,0,0,0,0,238,0,19,0,53,155,1758
"G2102230","1860","Kentucky","210","Trimble","2230","Trimble",64827,4451,139858,7110,0,62734,0,2379,2840,4093,2147,419,207,695,7361,2,10153,60,5421,0,0,0,0,48,33,0,306,0,800,0,296,183,1555
"G2102250","1860","Kentucky","210","Union","2250","Union",111402,662,521134,4801,0,184590,0,3965,2982,7803,6671,365,57,0,14993,0,25413,0,0,0,0,0,0,0,0,0,9,0,0,0,0,49,3595
"G2102270","1860","Kentucky","210","Warren","2270","Warren",117931,4481,541177,28332,0,247813,0,6921,1358,7121,14822,29,57,95,14443,81,16022,15,487,0,0,0,0,233,692,0,89,0,39,0,678,137,2392
"G2102290","1860","Kentucky","210","Washington","2290","Washington",80236,34759,417363,22594,0,1733,0,5116,1498,4883,3277,501,87,91,11973,83,15356,486,3970,12,0,0,0,945,837,0,384,0,415,0,4704,152,5075
"G2102310","1860","Kentucky","210","Wayne","2310","Wayne",49288,4612,228142,12711,0,2184,0,3916,562,4390,7937,0,42,0,8671,79,3162,175,664,0,0,0,0,672,725,0,1148,0,638,0,8879,352,3946
"G2102330","1860","Kentucky","210","Webster","2330","Webster",20010,200,198925,3067,0,220972,0,1945,439,1904,3444,0,0,0,4497,3,5125,0,1165,1,0,0,0,159,56,0,5,0,19,0,62,79,1256
