GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGV001,AGV002,AGX001,AGZ001,AGZ002,AGZ003,AGZ004,AG2001,AG2002,AGQ001,AGU001
"G2101170","1860","Kentucky","210","Kenton","1170","Kenton",2613330,78315,363364,12700,62159,9456,60342,462672,69798,532470,567
"G2101210","1860","Kentucky","210","Knox","1210","Knox",881141,22109,273618,402,85,40002,80439,249868,120441,370309,489
"G2101230","1860","Kentucky","210","Larue","1230","Larue",1467474,56587,391165,458,0,14448,68588,359603,83036,442639,900
"G2101250","1860","Kentucky","210","Laurel","1250","Laurel",472778,22604,165520,1038,33,17931,43980,151025,61911,212936,186
"G2101270","1860","Kentucky","210","Lawrence","1270","Lawrence",837015,18041,350059,7143,903,26193,58512,224775,84705,309480,146
"G2101330","1860","Kentucky","210","Letcher","1330","Letcher",281764,14444,119006,3635,1789,20615,31749,101055,52364,153419,108
"G2101350","1860","Kentucky","210","Lewis","1350","Lewis",1428467,48631,326517,10629,1960,8667,64893,318200,73560,391760,230
"G2101370","1860","Kentucky","210","Lincoln","1370","Lincoln",3993899,54509,1076756,5624,10,19677,97338,499296,117015,616311,3430
"G2101390","1860","Kentucky","210","Livingston","1390","Livingston",1283874,50785,321474,3967,77,13467,84592,345456,98059,443515,1222
"G2101410","1860","Kentucky","210","Logan","1410","Logan",5743925,180934,1003228,2147,5305,38221,267296,1081994,305517,1387511,6356
"G2101430","1860","Kentucky","210","Lyon","1430","Lyon",920232,39544,268527,100,0,5998,65284,271662,71282,342944,1094
"G2101450","1860","Kentucky","210","McCracken","1450","Mccracken",1602478,47624,262970,3345,6625,5309,60602,309318,65911,375229,1738
"G2101490","1860","Kentucky","210","McLean","1490","Mclean",1172853,47693,264479,2554,0,19027,60242,347726,79269,426995,888
"G2101510","1860","Kentucky","210","Madison","1510","Madison",7346990,105074,1938858,16128,740,35120,197590,953742,232710,1186452,6034
"G2101530","1860","Kentucky","210","Magoffin","1530","Magoffin",392353,8595,126212,1089,0,8103,24849,106943,32952,139895,71
"G2101550","1860","Kentucky","210","Marion","1550","Marion",3507066,79609,780588,3173,1512,26547,142945,644466,169492,813958,3479
"G2101570","1860","Kentucky","210","Marshall","1570","Marshall",999606,43798,274660,4721,0,16597,68284,295307,84881,380188,351
"G2101610","1860","Kentucky","210","Mason","1610","Mason",6005997,138367,1048656,10635,17103,20208,188465,1149045,208673,1357718,3772
"G2101630","1860","Kentucky","210","Meade","1630","Meade",1937357,69103,404333,11418,1900,13410,87678,463992,101088,565080,1932
"G2101670","1860","Kentucky","210","Mercer","1670","Mercer",4376120,103252,946957,9788,4006,18140,129415,649992,147555,797547,3274
"G2101690","1860","Kentucky","210","Metcalfe","1690","Metcalfe",902722,42179,366025,0,0,10312,57358,279264,67670,346934,781
"G2101710","1860","Kentucky","210","Monroe","1710","Monroe",1082376,43914,352070,1871,0,28226,68610,298405,96836,395241,922
"G2101730","1860","Kentucky","210","Montgomery","1730","Montgomery",3915305,57693,938266,10059,342,14342,100409,653035,114751,767786,2752
"G2101750","1860","Kentucky","210","Morgan","1750","Morgan",1094821,20199,288782,5094,252,26836,68727,284494,95563,380057,170
"G2101770","1860","Kentucky","210","Muhlenberg","1770","Muhlenberg",1848084,69950,520641,3242,0,23346,99149,463792,122495,586287,1584
"G2101790","1860","Kentucky","210","Nelson","1790","Nelson",5047877,124796,1006418,13391,53,23481,168936,715951,192417,908368,5530
"G2101810","1860","Kentucky","210","Nicholas","1810","Nicholas",3377294,75909,942938,8820,227,16639,116310,641176,132949,774125,1614
"G2101830","1860","Kentucky","210","Ohio","1830","Ohio",2128143,97775,649846,2359,194,24780,159967,725106,184747,909853,1292
"G2101850","1860","Kentucky","210","Oldham","1850","Oldham",2706690,81709,495000,12910,1200,7215,71560,447784,78775,526559,2431
"G2101870","1860","Kentucky","210","Owen","1870","Owen",2284137,68469,724509,3125,52,23924,119382,781984,143306,925290,1660
"G2101890","1860","Kentucky","210","Owsley","1890","Owsley",760213,14649,146712,1431,185,15211,53122,181026,68333,249359,112
"G2101910","1860","Kentucky","210","Pendleton","1910","Pendleton",1956278,52987,484265,3922,1700,13832,87665,508220,101497,609717,424
"G2101930","1860","Kentucky","210","Perry","1930","Perry",419538,11431,148622,1662,0,14993,51120,144749,66113,210862,73
"G2101950","1860","Kentucky","210","Pike","1950","Pike",537098,11097,206781,3342,15,26904,56102,206451,83006,289457,97
"G2101970","1860","Kentucky","210","Powell","1970","Powell",273326,8153,99181,1497,0,6979,17463,85379,24442,109821,125
"G2101990","1860","Kentucky","210","Pulaski","1990","Pulaski",2032640,78551,675750,4615,15,49675,150486,534852,200161,735013,1330
"G2102030","1860","Kentucky","210","Rockcastle","2030","Rockcastle",505252,23166,233053,2315,285,18489,48125,179216,66614,245830,357
"G2102050","1860","Kentucky","210","Rowan","2050","Rowan",281576,7559,128286,2087,5205,7646,17837,89384,25483,114867,142
"G2102070","1860","Kentucky","210","Russell","2070","Russell",824714,29185,252644,4930,1,18927,78763,217143,97690,314833,559
"G2102090","1860","Kentucky","210","Scott","2090","Scott",6793203,119886,1339454,3676,1505,16699,151020,823228,167719,990947,5744
"G2102110","1860","Kentucky","210","Shelby","2110","Shelby",9831836,200908,1465012,12730,1170,32506,203684,1261327,236190,1497517,6634
"G2102130","1860","Kentucky","210","Simpson","2130","Simpson",2514577,77383,488032,3963,810,24061,119764,533616,143825,677441,2307
"G2102150","1860","Kentucky","210","Spencer","2150","Spencer",2704902,80030,547291,6445,950,11152,97648,485584,108800,594384,2205
"G2102170","1860","Kentucky","210","Taylor","2170","Taylor",910917,41001,340276,237,12,18348,70500,377713,88848,466561,1597
"G2102190","1860","Kentucky","210","Todd","2190","Todd",4316261,106215,593882,400,0,20435,162816,976928,183251,1160179,4849
"G2102210","1860","Kentucky","210","Trigg","2210","Trigg",1956460,73294,514242,5518,0,15631,133578,665697,149209,814906,3448
"G2102230","1860","Kentucky","210","Trimble","2230","Trimble",1378122,44261,345355,563,1112,6983,59743,319654,66726,386380,831
"G2102250","1860","Kentucky","210","Union","2250","Union",4147800,143700,802680,625,210,25075,246420,889326,271495,1160821,3105
"G2102270","1860","Kentucky","210","Warren","2270","Warren",6268412,142495,1087202,4945,1446,50350,214944,1011836,265294,1277130,5318
"G2102290","1860","Kentucky","210","Washington","2290","Washington",3718324,92484,1009356,4638,558,25980,134691,621726,160671,782397,2822
"G2102310","1860","Kentucky","210","Wayne","2310","Wayne",1929375,49715,460443,2916,14,40014,117213,345827,157227,503054,987
"G2102330","1860","Kentucky","210","Webster","2330","Webster",1232375,53566,309029,648,24,13812,79332,464005,93144,557149,1083
"G2102350","1860","Kentucky","210","Whitley","2350","Whitley",338607,28724,257375,20,0,36478,71882,222102,108360,330462,183
"G2102390","1860","Kentucky","210","Woodford","2390","Woodford",6642240,154875,1058522,2277,3914,16241,114908,765046,131149,896195,5829
"G2200050","1860","Louisiana","220","Ascension","0050","Ascension",6253790,887690,533868,150,0,52073,720,1828838,52793,1881631,7376
"G2200070","1860","Louisiana","220","Assumption","0070","Assumption",7013350,700319,618210,0,0,34203,48301,2075917,82504,2158421,8096
"G2200090","1860","Louisiana","220","Avoyelles","0090","Avoyelles",5175358,238787,556505,0,150,42486,75585,1739223,118071,1857294,7185
"G2200130","1860","Louisiana","220","Bienville","0130","Bienville",,,,,,,,,,,5000
"G2200150","1860","Louisiana","220","Bossier","0150","Bossier",4657057,228991,655008,0,0,0,129128,2292217,129128,2421345,8000
"G2200170","1860","Louisiana","220","Caddo","0170","Caddo",3843015,110476,435401,29975,15134,2840,27445,851618,30285,881903,7338
"G2200190","1860","Louisiana","220","Calcasieu","0190","Calcasieu",236920,41675,197055,75,0,16285,50568,102302,66853,169155,1171
"G2200210","1860","Louisiana","220","Caldwell","0210","Caldwell",1701075,87266,231497,300,25,190,9702,422697,9892,432589,1945
"G2200235","1860","Louisiana","220","Carroll","0235","Carroll",15068712,596883,1127725,24220,1967,16464,96155,4409862,112619,4522481,13908
"G2200250","1860","Louisiana","220","Catahoula","0250","Catahoula",5693255,149160,588305,0,0,0,45784,1320874,45784,1366658,6113
"G2200270","1860","Louisiana","220","Claiborne","0270","Claiborne",2775080,215303,618121,1075,0,9202,198504,1266354,207706,1474060,7848
"G2200290","1860","Louisiana","220","Concordia","0290","Concordia",12335720,837310,920581,300,1300,600,45273,3413906,45873,3459779,12542
"G2200310","1860","Louisiana","220","De Soto","0310","De Soto",2546987,78357,638568,0,0,3190,113898,1066093,117088,1183181,8507
"G2200330","1860","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",2588300,592848,470525,0,900,0,47382,1335848,47382,1383230,8570
"G2200370","1860","Louisiana","220","East Feliciana","0370","East Feliciana",2218878,213965,592073,0,0,0,50410,1447337,50410,1497747,10593
"G2200410","1860","Louisiana","220","Franklin","0410","Franklin",1674572,69682,305856,0,0,0,30013,552283,30013,582296,3402
"G2200470","1860","Louisiana","220","Iberville","0470","Iberville",12661190,886719,1111205,0,1150,200,48315,1285260,48515,1333775,10680
"G2200490","1860","Louisiana","220","Jackson","0490","Jackson",1343760,90799,448232,0,0,19158,107080,727997,126238,854235,4098
"G2200510","1860","Louisiana","220","Jefferson","0510","Jefferson",2682080,55060,211275,0,140600,0,0,1158022,0,1158022,5120
"G2200550","1860","Louisiana","220","Lafayette","0550","Lafayette",1224630,124635,350835,120,950,20667,81599,949765,102266,1052031,4463
"G2200570","1860","Louisiana","220","Lafourche","0570","Lafourche",4104100,568292,422822,0,0,20,13553,1682767,13573,1696340,6395
"G2200630","1860","Louisiana","220","Livingston","0630","Livingston",317038,28250,172210,0,0,0,32145,124303,32145,156448,1311
"G2200650","1860","Louisiana","220","Madison","0650","Madison",11640660,364920,756953,0,0,0,62204,2623774,62204,2685978,12477
"G2200670","1860","Louisiana","220","Morehouse","0670","Morehouse",5505285,143472,470232,0,0,12,70752,1226666,70764,1297430,6569
"G2200690","1860","Louisiana","220","Natchitoches","0690","Natchitoches",5059293,99815,616845,0,0,0,19675,2019498,19675,2039173,9434
"G2200710","1860","Louisiana","220","Orleans","0710","Orleans",1301000,77050,125965,5650,205900,500,2800,461766,3300,465066,14484
"G2200730","1860","Louisiana","220","Ouachita","0730","Ouachita",2323633,97489,229958,1075,0,0,16891,504967,16891,521858,2840
"G2200750","1860","Louisiana","220","Plaquemines","0750","Plaquemines",2791700,161000,572640,33055,0,0,0,1691279,0,1691279,5385
"G2200770","1860","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",8815520,2113835,920730,3556,8300,0,30951,3046898,30951,3077849,12903
"G2200790","1860","Louisiana","220","Rapides","0790","Rapides",9340612,1092340,1405040,0,7830,3336,110785,4054897,114121,4169018,15358
"G2200850","1860","Louisiana","220","Sabine","0850","Sabine",414746,43327,248295,0,0,3354,48025,352198,51379,403577,1713
"G2200870","1860","Louisiana","220","St Bernard","0870","St Bernard",,,,,,,,,,,2240
"G2200890","1860","Louisiana","220","St Charles","0890","St Charles",3261900,579795,332019,5770,4975,225600,9157,881548,234757,1116305,4182
"G2200910","1860","Louisiana","220","St Helena","0910","St Helena",1460107,80657,306528,1308,685,2941,45072,423980,48013,471993,3711
"G2200930","1860","Louisiana","220","St James","0930","St James",3557050,1361200,459793,0,0,0,0,1663308,0,1663308,8090
"G2200950","1860","Louisiana","220","St John The Baptist","0950","St John The Baptist",2592800,408250,309660,0,12000,0,0,667924,0,667924,4594
"G2200970","1860","Louisiana","220","St Landry","0970","St Landry",5026118,314110,814278,0,0,17916,109055,1697346,126971,1824317,11436
"G2200990","1860","Louisiana","220","St Martin","0990","St Martin",4850021,256027,537210,30,280,10,44955,1258647,44965,1303612,7358
"G2201010","1860","Louisiana","220","St Mary","1010","St Mary",9737100,1266695,1322850,0,0,0,0,2823449,0,2823449,13057
"G2201030","1860","Louisiana","220","St Tammany","1030","St Tammany",168261,4323,108755,0,3158,500,15321,53655,15821,69476,1841
"G2201070","1860","Louisiana","220","Tensas","1070","Tensas",15452764,728074,913835,7530,300,225,61191,7155280,61416,7216696,14592
"G2201090","1860","Louisiana","220","Terrebonne","1090","Terrebonne",7166390,946733,587124,0,1800,40,11622,1957616,11662,1969278,6785
"G2201110","1860","Louisiana","220","Union","1110","Union",1166836,115370,458307,0,0,12720,49747,726594,62467,789061,3745
"G2201130","1860","Louisiana","220","Vermilion","1130","Vermillion",412365,55025,519700,0,0,6805,20000,872424,26805,899229,1316
"G2201170","1860","Louisiana","220","Washington","1170","Washington",247720,37602,217897,0,0,6924,40307,214035,47231,261266,1690
"G2201210","1860","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",3650210,1106250,385125,150,1950,0,9250,1214376,9250,1223626,5340
"G2201250","1860","Louisiana","220","West Feliciana","1250","West Feliciana",2244516,345725,534841,0,3815,0,34884,1766297,34884,1801181,9571
"G2201270","1860","Louisiana","220","Winn","1270","Winn",488190,46674,186483,0,0,3639,31126,220369,34765,255134,1354
"G2300010","1860","Maine","230","Androscoggin","0010","Androscoggin",4990907,180428,822209,30444,5703,12684,168532,1104353,181216,1285569,
"G2300030","1860","Maine","230","Aroostook","0030","Aroostook",2217136,178182,765138,1684,830,45879,171176,1123161,217055,1340216,
"G2300050","1860","Maine","230","Cumberland","0050","Cumberland",9470564,280129,1176445,33574,36600,26926,215007,1637115,241933,1879048,
"G2300070","1860","Maine","230","Franklin","0070","Franklin",3643748,172525,977136,46683,3023,26639,123801,1337894,150440,1488334,
"G2300090","1860","Maine","230","Hancock","0090","Hancock",3022796,98010,644310,7045,25193,64346,120388,710439,184734,895173,
"G2300110","1860","Maine","230","Kennebec","0110","Kennebec",8858356,375864,1637826,77054,17201,26491,286111,2196776,312602,2509378,
"G2300130","1860","Maine","230","Knox","0130","Knox",2707250,133122,440117,13288,12128,29916,102592,562944,132508,695452,
"G2300150","1860","Maine","230","Lincoln","0150","Lincoln",3960878,138030,603855,15795,14313,22796,114154,825025,136950,961975,
"G2300170","1860","Maine","230","Oxford","0170","Oxford",5615754,273548,1458172,84465,19530,44907,218798,2001432,263705,2265137,
"G2300190","1860","Maine","230","Penobscot","0190","Penobscot",6711673,371888,1605051,33067,10688,44667,361849,2166785,406516,2573301,
"G2300210","1860","Maine","230","Piscataquis","0210","Piscataquis",1764327,100896,580041,10735,0,16037,88312,938576,104349,1042925,
"G2300230","1860","Maine","230","Sagadahoc","0230","Sagadahoc",2487209,75134,328162,7070,6516,12694,58274,465405,70968,536373,
"G2300250","1860","Maine","230","Somerset","0250","Somerset",5729553,323945,1524684,42880,2780,33346,204561,1993063,237907,2230970,
"G2300270","1860","Maine","230","Waldo","0270","Waldo",4516496,240002,973517,40350,15110,26969,169532,1427824,196501,1624325,
"G2300290","1860","Maine","230","Washington","0290","Washington",2234257,94590,520558,2676,7634,31327,107888,605065,139215,744280,
"G2300310","1860","Maine","230","York","0310","York",10757624,262034,1380312,54957,16757,25162,269204,1634745,294366,1929111,
"G2400010","1860","Maryland","240","Allegany","0010","Allegany",3155563,100395,513281,14455,6245,9178,88908,742782,98086,840868,666
"G2400030","1860","Maryland","240","Anne Arundel","0030","Anne Arundel",7512331,189834,616267,14135,218680,0,108863,1328648,108863,1437511,7332
"G2400050","1860","Maryland","240","Baltimore","0050","Baltimore",22491196,455857,1303873,25279,236365,190,179136,2235608,179326,2414934,5400
"G2400090","1860","Maryland","240","Calvert","0090","Calvert",3407902,64354,380338,177,0,1717,62216,646633,63933,710566,4609
"G2400110","1860","Maryland","240","Caroline","0110","Caroline",1222685,30315,155113,1418,115,10,36206,311835,36216,348051,739
"G2400130","1860","Maryland","240","Carroll","0130","Carroll",7567638,271805,784346,0,0,1066,178897,1593480,179963,1773443,783
"G2400150","1860","Maryland","240","Cecil","0150","Cecil",8168950,287988,877563,26405,1130,258,142497,1691231,142755,1833986,950
"G2400170","1860","Maryland","240","Charles","0170","Charles",3236015,89009,439283,3045,1300,10108,84938,667731,95046,762777,9653
"G2400190","1860","Maryland","240","Dorchester","0190","Dorchester",3669040,92423,458091,4872,24,1846,118361,882063,120207,1002270,4123
"G2400210","1860","Maryland","240","Frederick","0210","Frederick",14127926,441814,1534048,11064,585,1478,281467,3008243,282945,3291188,3243
"G2400250","1860","Maryland","240","Harford","0250","Harford",7433740,268546,878736,8201,1333,1174,169133,1458350,170307,1628657,1800
"G2400270","1860","Maryland","240","Howard","0270","Howard",4514648,139148,455964,5507,5693,707,91205,800153,91912,892065,2862
"G2400290","1860","Maryland","240","Kent","0290","Kent",6877390,132655,699502,85227,120,112,107557,1456830,107669,1564499,2509
"G2400310","1860","Maryland","240","Montgomery","0310","Montgomery",5920318,314708,852767,3227,13655,12455,194186,1455430,206641,1662071,5421
"G2400330","1860","Maryland","240","Prince Georges","0330","Prince Georges",10421108,211971,875317,5370,30483,0,90603,1668268,90603,1758871,12479
"G2400350","1860","Maryland","240","Queen Anne's","0350","Queen Anne's",5236080,146075,627447,1867,1680,0,130775,1190046,130775,1320821,4174
